;First Relaxation;;Second Relaxation;
Time;Experimental;Numerical;Experimental;Numerical
481.9;;1.586927489;;1.489405529
482;;1.586894202;;1.489394987
482.1;;1.586860923;;1.489384451
482.2;;1.586827654;;1.489373919
482.3;;1.586794393;;1.489363392
482.4;;1.586761142;;1.48935287
482.5;;1.586727899;;1.489342353
482.6;;1.586694666;;1.489331841
482.7;;1.586661441;;1.489321334
482.8;;1.586628226;;1.489310831
482.9;;1.586595019;;1.489300334
483;;1.586561821;;1.489289841
483.1;;1.586528632;;1.489279354
483.2;;1.586495453;;1.489268871
483.3;;1.586462282;;1.489258393
483.4;;1.58642912;;1.48924792
483.5;;1.586395967;;1.489237452
483.6;;1.586362823;;1.489226989
483.7;;1.586329688;;1.489216531
483.8;;1.586296562;;1.489206078
483.9;;1.586263444;;1.489195629
484;;1.586230336;;1.489185186
484.1;;1.586197237;;1.489174747
484.2;;1.586164146;;1.489164313
484.3;;1.586131065;;1.489153885
484.4;;1.586097992;;1.489143461
484.5;;1.586064928;;1.489133041
484.6;;1.586031873;;1.489122627
484.7;;1.585998828;;1.489112218
484.8;;1.585965791;;1.489101813
484.9;;1.585932763;;1.489091413
485;;1.585899743;;1.489081019
485.1;;1.585866733;;1.489070629
485.2;;1.585833732;;1.489060244
485.3;;1.585800739;;1.489049863
485.4;;1.585767756;;1.489039488
485.5;;1.585734781;;1.489029117
485.6;;1.585701816;;1.489018752
485.7;;1.585668859;;1.489008391
485.8;;1.585635911;;1.488998035
485.9;;1.585602972;;1.488987684
486;;1.585570041;;1.488977337
486.1;;1.58553712;;1.488966996
486.2;;1.585504208;;1.488956659
486.3;;1.585471304;;1.488946327
486.4;;1.585438409;;1.488936
486.5;;1.585405523;;1.488925678
486.6;;1.585372646;;1.488915361
486.7;;1.585339778;;1.488905048
486.8;;1.585306919;;1.488894741
486.9;;1.585274069;;1.488884438
487;;1.585241227;;1.48887414
487.1;;1.585208395;;1.488863846
487.2;;1.585175571;;1.488853558
487.3;;1.585142756;;1.488843274
487.4;;1.58510995;;1.488832996
487.5;;1.585077152;;1.488822722
487.6;;1.585044364;;1.488812452
487.7;;1.585011584;;1.488802188
487.8;;1.584978814;;1.488791928
487.9;;1.584946052;;1.488781674
488;;1.584913299;;1.488771423
488.1;;1.584880554;;1.488761178
488.2;;1.584847819;;1.488750938
488.3;;1.584815092;;1.488740702
488.4;;1.584782375;;1.488730471
488.5;;1.584749666;;1.488720245
488.6;;1.584716966;;1.488710024
488.7;;1.584684274;;1.488699807
488.8;;1.584651592;;1.488689596
488.9;;1.584618918;;1.488679389
489;;1.584586253;;1.488669186
489.1;;1.584553597;;1.488658989
489.2;;1.58452095;;1.488648796
489.3;;1.584488312;;1.488638608
489.4;;1.584455682;;1.488628425
489.5;;1.584423061;;1.488618247
489.6;;1.584390449;;1.488608073
489.7;;1.584357846;;1.488597904
489.8;;1.584325251;;1.48858774
489.9;;1.584292666;;1.488577581
490;;1.584260089;;1.488567426
490.1;;1.584227521;;1.488557277
490.2;;1.584194961;;1.488547131
490.3;;1.584162411;;1.488536991
490.4;;1.584129869;;1.488526855
490.5;;1.584097336;;1.488516725
490.6;;1.584064812;;1.488506598
490.7;;1.584032296;;1.488496477
490.8;;1.58399979;;1.48848636
490.9;;1.583967292;;1.488476248
491;;1.583934803;;1.488466141
491.1;;1.583902322;;1.488456039
491.2;;1.583869851;;1.488445941
491.3;;1.583837388;;1.488435848
491.4;;1.583804934;;1.488425759
491.5;;1.583772488;;1.488415676
491.6;;1.583740052;;1.488405597
491.7;;1.583707624;;1.488395523
491.8;;1.583675205;;1.488385453
491.9;;1.583642794;;1.488375388
492;;1.583610393;;1.488365328
492.1;;1.583578;;1.488355273
492.2;;1.583545615;;1.488345222
492.3;;1.58351324;;1.488335176
492.4;;1.583480873;;1.488325135
492.5;;1.583448515;;1.488315098
492.6;;1.583416166;;1.488305066
492.7;;1.583383826;;1.488295039
492.8;;1.583351494;;1.488285017
492.9;;1.583319171;;1.488274999
493;;1.583286856;;1.488264986
493.1;;1.583254551;;1.488254977
493.2;;1.583222254;;1.488244973
493.3;;1.583189965;;1.488234974
493.4;;1.583157686;;1.48822498
493.5;;1.583125415;;1.48821499
493.6;;1.583093153;;1.488205005
493.7;;1.583060899;;1.488195024
493.8;;1.583028655;;1.488185049
493.9;;1.582996419;;1.488175078
494;;1.582964191;;1.488165111
494.1;;1.582931973;;1.488155149
494.2;;1.582899763;;1.488145192
494.3;;1.582867561;;1.48813524
494.4;;1.582835369;;1.488125292
494.5;;1.582803185;;1.488115349
494.6;;1.58277101;;1.48810541
494.7;;1.582738843;;1.488095476
494.8;;1.582706685;;1.488085547
494.9;;1.582674536;;1.488075623
495;;1.582642395;;1.488065703
495.1;;1.582610263;;1.488055787
495.2;;1.58257814;;1.488045877
495.3;;1.582546026;;1.488035971
495.4;;1.58251392;;1.488026069
495.5;;1.582481822;;1.488016172
495.6;;1.582449734;;1.48800628
495.7;;1.582417654;;1.487996393
495.8;;1.582385583;;1.48798651
495.9;;1.58235352;;1.487976631
496;;1.582321466;;1.487966758
496.1;;1.582289421;;1.487956889
496.2;;1.582257384;;1.487947024
496.3;;1.582225356;;1.487937164
496.4;;1.582193336;;1.487927309
496.5;;1.582161326;;1.487917459
496.6;;1.582129323;;1.487907613
496.7;;1.58209733;;1.487897771
496.8;;1.582065345;;1.487887934
496.9;;1.582033369;;1.487878102
497;;1.582001401;;1.487868275
497.1;;1.581969442;;1.487858451
497.2;;1.581937492;;1.487848633
497.3;;1.58190555;;1.487838819
497.4;;1.581873617;;1.48782901
497.5;;1.581841692;;1.487819205
497.6;;1.581809776;;1.487809405
497.7;;1.581777869;;1.48779961
497.8;;1.58174597;;1.487789819
497.9;;1.58171408;;1.487780032
498;;1.581682198;;1.487770251
498.1;;1.581650325;;1.487760474
498.2;;1.581618461;;1.487750701
498.3;;1.581586605;;1.487740933
498.4;;1.581554758;;1.487731169
498.5;;1.581522919;;1.48772141
498.6;;1.581491089;;1.487711656
498.7;;1.581459268;;1.487701906
498.8;;1.581427455;;1.487692161
498.9;;1.581395651;;1.48768242
499;;1.581363855;;1.487672684
499.1;;1.581332068;;1.487662953
499.2;;1.581300289;;1.487653226
499.3;;1.581268519;;1.487643503
499.4;;1.581236758;;1.487633785
499.5;;1.581205005;;1.487624072
499.6;;1.581173261;;1.487614363
499.7;;1.581141525;;1.487604659
499.8;;1.581109798;;1.487594959
499.9;;1.581078079;;1.487585264
500;;1.581046369;;1.487575573
500.1;;1.581014667;;1.487565887
500.2;;1.580982974;;1.487556205
500.3;;1.58095129;;1.487546528
500.4;;1.580919614;;1.487536855
500.5;;1.580887947;;1.487527187
500.6;;1.580856288;;1.487517524
500.7;;1.580824638;;1.487507865
500.8;;1.580792996;;1.48749821
500.9;;1.580761363;;1.48748856
501;;1.580729738;;1.487478915
501.1;;1.580698122;;1.487469274
501.2;;1.580666514;;1.487459637
501.3;;1.580634915;;1.487450005
501.4;;1.580603325;;1.487440378
501.5;;1.580571743;;1.487430755
501.6;;1.580540169;;1.487421136
501.7;;1.580508604;;1.487411522
501.8;;1.580477048;;1.487401913
501.9;;1.5804455;;1.487392308
502;;1.58041396;;1.487382707
502.1;;1.580382429;;1.487373111
502.2;;1.580350907;;1.48736352
502.3;;1.580319393;;1.487353932
502.4;;1.580287887;;1.48734435
502.5;;1.58025639;;1.487334772
502.6;;1.580224902;;1.487325198
502.7;;1.580193422;;1.487315629
502.8;;1.58016195;;1.487306064
502.9;;1.580130487;;1.487296504
503;;1.580099032;;1.487286948
503.1;;1.580067586;;1.487277397
503.2;;1.580036149;;1.48726785
503.3;;1.58000472;;1.487258308
503.4;;1.579973299;;1.48724877
503.5;;1.579941887;;1.487239237
503.6;;1.579910483;;1.487229708
503.7;;1.579879088;;1.487220183
503.8;;1.579847701;;1.487210663
503.9;;1.579816323;;1.487201148
504;;1.579784953;;1.487191637
504.1;;1.579753592;;1.48718213
504.2;;1.579722239;;1.487172628
504.3;;1.579690894;;1.48716313
504.4;;1.579659558;;1.487153636
504.5;;1.579628231;;1.487144148
504.6;;1.579596912;;1.487134663
504.7;;1.579565601;;1.487125183
504.8;;1.579534299;;1.487115707
504.9;;1.579503005;;1.487106236
505;;1.57947172;;1.487096769
505.1;;1.579440443;;1.487087307
505.2;;1.579409174;;1.487077849
505.3;;1.579377914;;1.487068396
505.4;;1.579346662;;1.487058946
505.5;;1.579315419;;1.487049502
505.6;;1.579284185;;1.487040062
505.7;;1.579252958;;1.487030626
505.8;;1.57922174;;1.487021194
505.9;;1.579190531;;1.487011767
506;;1.57915933;;1.487002345
506.1;;1.579128137;;1.486992926
506.2;;1.579096953;;1.486983513
506.3;;1.579065777;;1.486974103
506.4;;1.579034609;;1.486964698
506.5;;1.57900345;;1.486955298
506.6;;1.5789723;;1.486945901
506.7;;1.578941157;;1.48693651
506.8;;1.578910024;;1.486927122
506.9;;1.578878898;;1.486917739
507;;1.578847781;;1.48690836
507.1;;1.578816672;;1.486898986
507.2;;1.578785572;;1.486889616
507.3;;1.57875448;;1.486880251
507.4;;1.578723397;;1.48687089
507.5;;1.578692322;;1.486861533
507.6;;1.578661255;;1.486852181
507.7;;1.578630196;;1.486842833
507.8;;1.578599146;;1.486833489
507.9;;1.578568105;;1.48682415
508;;1.578537072;;1.486814815
508.1;;1.578506047;;1.486805484
508.2;;1.57847503;;1.486796158
508.3;;1.578444022;;1.486786836
508.4;;1.578413022;;1.486777519
508.5;;1.578382031;;1.486768206
508.6;;1.578351048;;1.486758897
508.7;;1.578320073;;1.486749592
508.8;;1.578289107;;1.486740292
508.9;;1.578258149;;1.486730997
509;;1.578227199;;1.486721705
509.1;;1.578196258;;1.486712418
509.2;;1.578165325;;1.486703136
509.3;;1.5781344;;1.486693857
509.4;;1.578103484;;1.486684583
509.5;;1.578072576;;1.486675314
509.6;;1.578041676;;1.486666048
509.7;;1.578010785;;1.486656787
509.8;;1.577979902;;1.486647531
509.9;;1.577949027;;1.486638278
510;;1.577918161;;1.48662903
510.1;;1.577887303;;1.486619787
510.2;;1.577856453;;1.486610547
510.3;;1.577825612;;1.486601312
510.4;;1.577794779;;1.486592081
510.5;;1.577763954;;1.486582855
510.6;;1.577733138;;1.486573633
510.7;;1.577702329;;1.486564415
510.8;;1.57767153;;1.486555202
510.9;;1.577640738;;1.486545993
511;;1.577609955;;1.486536788
511.1;;1.57757918;;1.486527587
511.2;;1.577548413;;1.486518391
511.3;;1.577517655;;1.486509199
511.4;;1.577486905;;1.486500011
511.5;;1.577456163;;1.486490828
511.6;;1.57742543;;1.486481649
511.7;;1.577394705;;1.486472474
511.8;;1.577363988;;1.486463303
511.9;;1.57733328;;1.486454137
512;;1.577302579;;1.486444975
512.1;;1.577271887;;1.486435818
512.2;;1.577241204;;1.486426664
512.3;;1.577210528;;1.486417515
512.4;;1.577179861;;1.48640837
512.5;;1.577149202;;1.48639923
512.6;;1.577118551;;1.486390094
512.7;;1.577087909;;1.486380962
512.8;;1.577057275;;1.486371834
512.9;;1.577026649;;1.48636271
513;;1.576996031;;1.486353591
513.1;;1.576965422;;1.486344476
513.2;;1.576934821;;1.486335366
513.3;;1.576904228;;1.486326259
513.4;;1.576873643;;1.486317157
513.5;;1.576843067;;1.486308059
513.6;;1.576812499;;1.486298966
513.7;;1.576781939;;1.486289876
513.8;;1.576751388;;1.486280791
513.9;;1.576720844;;1.48627171
514;;1.576690309;;1.486262634
514.1;;1.576659782;;1.486253561
514.2;;1.576629263;;1.486244493
514.3;;1.576598753;;1.486235429
514.4;;1.576568251;;1.486226369
514.5;;1.576537757;;1.486217314
514.6;;1.576507271;;1.486208263
514.7;;1.576476794;;1.486199216
514.8;;1.576446324;;1.486190173
514.9;;1.576415863;;1.486181134
515;;1.57638541;;1.4861721
515.1;;1.576354965;;1.48616307
515.2;;1.576324529;;1.486154044
515.3;;1.576294101;;1.486145023
515.4;;1.576263681;;1.486136005
515.5;;1.576233269;;1.486126992
515.6;;1.576202865;;1.486117983
515.7;;1.57617247;;1.486108978
515.8;;1.576142082;;1.486099978
515.9;;1.576111703;;1.486090981
516;;1.576081332;;1.486081989
516.1;;1.57605097;;1.486073001
516.2;;1.576020615;;1.486064017
516.3;;1.575990269;;1.486055038
516.4;;1.575959931;;1.486046062
516.5;;1.575929601;;1.486037091
516.6;;1.575899279;;1.486028124
516.7;;1.575868965;;1.486019161
516.8;;1.57583866;;1.486010203
516.9;;1.575808363;;1.486001249
517;;1.575778074;;1.485992298
517.1;;1.575747793;;1.485983352
517.2;;1.57571752;;1.48597441
517.3;;1.575687255;;1.485965473
517.4;;1.575656999;;1.485956539
517.5;;1.575626751;;1.48594761
517.6;;1.575596511;;1.485938685
517.7;;1.575566279;;1.485929764
517.8;;1.575536055;;1.485920847
517.9;;1.575505839;;1.485911934
518;;1.575475632;;1.485903026
518.1;;1.575445432;;1.485894122
518.2;;1.575415241;;1.485885222
518.3;;1.575385058;;1.485876326
518.4;;1.575354883;;1.485867434
518.5;;1.575324716;;1.485858546
518.6;;1.575294557;;1.485849663
518.7;;1.575264407;;1.485840783
518.8;;1.575234265;;1.485831908
518.9;;1.57520413;;1.485823037
519;;1.575174004;;1.48581417
519.1;;1.575143886;;1.485805307
519.2;;1.575113776;;1.485796449
519.3;;1.575083674;;1.485787594
519.4;;1.575053581;;1.485778744
519.5;;1.575023495;;1.485769898
519.6;;1.574993418;;1.485761056
519.7;;1.574963348;;1.485752218
519.8;;1.574933287;;1.485743384
519.9;;1.574903234;;1.485734554
520;;1.574873189;;1.485725729
520.1;;1.574843152;;1.485716907
520.2;;1.574813123;;1.48570809
520.3;;1.574783103;;1.485699277
520.4;;1.57475309;;1.485690468
520.5;;1.574723085;;1.485681663
520.6;;1.574693089;;1.485672862
520.7;;1.574663101;;1.485664066
520.8;;1.57463312;;1.485655273
520.9;;1.574603148;;1.485646484
521;;1.574573184;;1.4856377
521.1;;1.574543228;;1.48562892
521.2;;1.57451328;;1.485620144
521.3;;1.57448334;;1.485611372
521.4;;1.574453408;;1.485602604
521.5;;1.574423485;;1.48559384
521.6;;1.574393569;;1.48558508
521.7;;1.574363661;;1.485576324
521.8;;1.574333762;;1.485567573
521.9;;1.57430387;;1.485558825
522;;1.574273987;;1.485550082
522.1;;1.574244112;;1.485541343
522.2;;1.574214244;;1.485532608
522.3;;1.574184385;;1.485523876
522.4;;1.574154534;;1.485515149
522.5;;1.574124691;;1.485506426
522.6;;1.574094856;;1.485497708
522.7;;1.574065029;;1.485488993
522.8;;1.57403521;;1.485480282
522.9;;1.574005399;;1.485471575
523;;1.573975596;;1.485462873
523.1;;1.573945801;;1.485454174
523.2;;1.573916014;;1.48544548
523.3;;1.573886235;;1.485436789
523.4;;1.573856465;;1.485428103
523.5;;1.573826702;;1.485419421
523.6;;1.573796947;;1.485410743
523.7;;1.5737672;;1.485402068
523.8;;1.573737462;;1.485393398
523.9;;1.573707731;;1.485384732
524;;1.573678008;;1.48537607
524.1;;1.573648294;;1.485367412
524.2;;1.573618587;;1.485358758
524.3;;1.573588888;;1.485350109
524.4;;1.573559198;;1.485341463
524.5;;1.573529515;;1.485332821
524.6;;1.573499841;;1.485324183
524.7;;1.573470174;;1.48531555
524.8;;1.573440515;;1.48530692
524.9;;1.573410865;;1.485298294
525;;1.573381222;;1.485289673
525.1;;1.573351588;;1.485281055
525.2;;1.573321961;;1.485272442
525.3;;1.573292342;;1.485263832
525.4;;1.573262732;;1.485255227
525.5;;1.573233129;;1.485246625
525.6;;1.573203534;;1.485238028
525.7;;1.573173948;;1.485229434
525.8;;1.573144369;;1.485220845
525.9;;1.573114798;;1.48521226
526;;1.573085235;;1.485203678
526.1;;1.573055681;;1.485195101
526.2;;1.573026134;;1.485186527
526.3;;1.572996595;;1.485177958
526.4;;1.572967064;;1.485169393
526.5;;1.572937541;;1.485160831
526.6;;1.572908026;;1.485152274
526.7;;1.572878519;;1.485143721
526.8;;1.57284902;;1.485135171
526.9;;1.572819529;;1.485126626
527;;1.572790046;;1.485118085
527.1;;1.572760571;;1.485109547
527.2;;1.572731103;;1.485101014
527.3;;1.572701644;;1.485092485
527.4;;1.572672193;;1.485083959
527.5;;1.572642749;;1.485075438
527.6;;1.572613314;;1.485066921
527.7;;1.572583886;;1.485058407
527.8;;1.572554467;;1.485049898
527.9;;1.572525055;;1.485041392
528;;1.572495651;;1.485032891
528.1;;1.572466256;;1.485024393
528.2;;1.572436868;;1.4850159
528.3;;1.572407488;;1.48500741
528.4;;1.572378116;;1.484998925
528.5;;1.572348752;;1.484990443
528.6;;1.572319395;;1.484981965
528.7;;1.572290047;;1.484973491
528.8;;1.572260707;;1.484965022
528.9;;1.572231374;;1.484956556
529;;1.57220205;;1.484948094
529.1;;1.572172733;;1.484939636
529.2;;1.572143424;;1.484931182
529.3;;1.572114123;;1.484922732
529.4;;1.57208483;;1.484914286
529.5;;1.572055545;;1.484905844
529.6;;1.572026268;;1.484897406
529.7;;1.571996999;;1.484888972
529.8;;1.571967738;;1.484880542
529.9;;1.571938484;;1.484872115
530;;1.571909239;;1.484863693
530.1;;1.571880001;;1.484855275
530.2;;1.571850771;;1.48484686
530.3;;1.571821549;;1.48483845
530.4;;1.571792335;;1.484830043
530.5;;1.571763129;;1.48482164
530.6;;1.571733931;;1.484813242
530.7;;1.57170474;;1.484804847
530.8;;1.571675558;;1.484796456
530.9;;1.571646383;;1.484788069
531;;1.571617216;;1.484779686
531.1;;1.571588057;;1.484771307
531.2;;1.571558906;;1.484762931
531.3;;1.571529763;;1.48475456
531.4;;1.571500628;;1.484746193
531.5;;1.5714715;;1.484737829
531.6;;1.571442381;;1.48472947
531.7;;1.571413269;;1.484721114
531.8;;1.571384165;;1.484712762
531.9;;1.571355069;;1.484704414
532;;1.57132598;;1.48469607
532.1;;1.5712969;;1.48468773
532.2;;1.571267828;;1.484679394
532.3;;1.571238763;;1.484671062
532.4;;1.571209706;;1.484662734
532.5;;1.571180657;;1.484654409
532.6;;1.571151616;;1.484646088
532.7;;1.571122582;;1.484637772
532.8;;1.571093557;;1.484629459
532.9;;1.571064539;;1.48462115
533;;1.571035529;;1.484612845
533.1;;1.571006527;;1.484604544
533.2;;1.570977533;;1.484596247
533.3;;1.570948546;;1.484587953
533.4;;1.570919568;;1.484579664
533.5;;1.570890597;;1.484571378
533.6;;1.570861634;;1.484563096
533.7;;1.570832679;;1.484554818
533.8;;1.570803731;;1.484546544
533.9;;1.570774792;;1.484538274
534;;1.57074586;;1.484530008
534.1;;1.570716936;;1.484521746
534.2;;1.57068802;;1.484513487
534.3;;1.570659111;;1.484505232
534.4;;1.570630211;;1.484496981
534.5;;1.570601318;;1.484488734
534.6;;1.570572433;;1.484480491
534.7;;1.570543556;;1.484472252
534.8;;1.570514686;;1.484464017
534.9;;1.570485825;;1.484455785
535;;1.570456971;;1.484447557
535.1;;1.570428125;;1.484439333
535.2;;1.570399286;;1.484431113
535.3;;1.570370456;;1.484422897
535.4;;1.570341633;;1.484414685
535.5;;1.570312818;;1.484406476
535.6;;1.570284011;;1.484398272
535.7;;1.570255211;;1.484390071
535.8;;1.57022642;;1.484381874
535.9;;1.570197636;;1.484373681
536;;1.57016886;;1.484365491
536.1;;1.570140091;;1.484357306
536.2;;1.570111331;;1.484349124
536.3;;1.570082578;;1.484340946
536.4;;1.570053833;;1.484332772
536.5;;1.570025095;;1.484324602
536.6;;1.569996366;;1.484316436
536.7;;1.569967644;;1.484308273
536.8;;1.56993893;;1.484300114
536.9;;1.569910223;;1.484291959
537;;1.569881525;;1.484283808
537.1;;1.569852834;;1.484275661
537.2;;1.56982415;;1.484267517
537.3;;1.569795475;;1.484259378
537.4;;1.569766807;;1.484251242
537.5;;1.569738147;;1.48424311
537.6;;1.569709495;;1.484234981
537.7;;1.569680851;;1.484226857
537.8;;1.569652214;;1.484218736
537.9;;1.569623585;;1.484210619
538;;1.569594963;;1.484202506
538.1;;1.56956635;;1.484194397
538.2;;1.569537744;;1.484186291
538.3;;1.569509146;;1.484178189
538.4;;1.569480555;;1.484170091
538.5;;1.569451972;;1.484161997
538.6;;1.569423397;;1.484153907
538.7;;1.56939483;;1.48414582
538.8;;1.56936627;;1.484137737
538.9;;1.569337718;;1.484129658
539;;1.569309174;;1.484121583
539.1;;1.569280637;;1.484113512
539.2;;1.569252108;;1.484105444
539.3;;1.569223587;;1.48409738
539.4;;1.569195074;;1.48408932
539.5;;1.569166568;;1.484081263
539.6;;1.56913807;;1.484073211
539.7;;1.569109579;;1.484065162
539.8;;1.569081097;;1.484057117
539.9;;1.569052622;;1.484049075
540;;1.569024154;;1.484041038
540.1;;1.568995694;;1.484033004
540.2;;1.568967242;;1.484024974
540.3;;1.568938798;;1.484016948
540.4;;1.568910361;;1.484008925
540.5;;1.568881932;;1.484000906
540.6;;1.568853511;;1.483992891
540.7;;1.568825097;;1.48398488
540.8;;1.568796691;;1.483976872
540.9;;1.568768293;;1.483968868
541;;1.568739902;;1.483960868
541.1;;1.568711519;;1.483952872
541.2;;1.568683143;;1.483944879
541.3;;1.568654776;;1.48393689
541.4;;1.568626416;;1.483928905
541.5;;1.568598063;;1.483920924
541.6;;1.568569718;;1.483912946
541.7;;1.568541381;;1.483904972
541.8;;1.568513052;;1.483897002
541.9;;1.56848473;;1.483889035
542;;1.568456415;;1.483881073
542.1;;1.568428109;;1.483873114
542.2;;1.56839981;;1.483865158
542.3;;1.568371518;;1.483857207
542.4;;1.568343235;;1.483849259
542.5;;1.568314959;;1.483841315
542.6;;1.56828669;;1.483833374
542.7;;1.568258429;;1.483825437
542.8;;1.568230176;;1.483817504
542.9;;1.56820193;;1.483809575
543;;1.568173692;;1.483801649
543.1;;1.568145462;;1.483793727
543.2;;1.568117239;;1.483785809
543.3;;1.568089024;;1.483777895
543.4;;1.568060816;;1.483769984
543.5;;1.568032616;;1.483762077
543.6;;1.568004424;;1.483754173
543.7;;1.567976239;;1.483746274
543.8;;1.567948062;;1.483738378
543.9;;1.567919893;;1.483730485
544;;1.567891731;;1.483722597
544.1;;1.567863576;;1.483714712
544.2;;1.56783543;;1.48370683
544.3;;1.56780729;;1.483698953
544.4;;1.567779159;;1.483691079
544.5;;1.567751035;;1.483683209
544.6;;1.567722918;;1.483675342
544.7;;1.56769481;;1.483667479
544.8;;1.567666708;;1.48365962
544.9;;1.567638615;;1.483651764
545;;1.567610528;;1.483643912
545.1;;1.56758245;;1.483636064
545.2;;1.567554379;;1.48362822
545.3;;1.567526316;;1.483620379
545.4;;1.56749826;;1.483612542
545.5;;1.567470212;;1.483604708
545.6;;1.567442171;;1.483596878
545.7;;1.567414138;;1.483589052
545.8;;1.567386112;;1.48358123
545.9;;1.567358094;;1.483573411
546;;1.567330084;;1.483565595
