Time;Strain;Reduced Relaxation Function;Elastic Response;Stress;Stress by Integral;Stress by dG
30.4;0.06;0.911315775;0.823667571;0.767829758;0.76768759;0.767687527
30.5;0.06;0.911241221;0.823667571;0.767617793;0.767478743;0.767476688
30.6;0.06;0.911166917;0.823667571;0.767412006;0.767273847;0.767273784
30.7;0.06;0.911092863;0.823667571;0.767211721;0.767076053;0.767074392
30.8;0.06;0.911019057;0.823667571;0.767016364;0.766881419;0.766881356
30.9;0.06;0.910945497;0.823667571;0.766825444;0.766692534;0.766691161
31;0.06;0.910872184;0.823667571;0.766638543;0.766506233;0.76650617
31.1;0.06;0.910799115;0.823667571;0.766455302;0.766324694;0.76632353
31.2;0.06;0.910726289;0.823667571;0.766275414;0.766145315;0.766145252
31.3;0.06;0.910653706;0.823667571;0.766098615;0.765969971;0.765968964
31.4;0.06;0.910581364;0.823667571;0.765924678;0.765796476;0.765796413
31.5;0.06;0.910509263;0.823667571;0.765753406;0.765626475;0.765625584
31.6;0.06;0.9104374;0.823667571;0.765584628;0.765458089;0.765458026
31.7;0.06;0.910365776;0.823667571;0.765418198;0.76529279;0.765291987
31.8;0.06;0.910294388;0.823667571;0.765253986;0.76512893;0.765128867
31.9;0.06;0.910223236;0.823667571;0.765091878;0.764967847;0.764967112
32;0.06;0.910152319;0.823667571;0.764931775;0.764808066;0.764808004
32.1;0.06;0.910081636;0.823667571;0.764773589;0.764650822;0.76465014
32.2;0.06;0.910011185;0.823667571;0.764617242;0.764494773;0.76449471
32.3;0.06;0.909940967;0.823667571;0.764462664;0.76434107;0.764340431
32.4;0.06;0.909870979;0.823667571;0.764309793;0.764188478;0.764188415
32.5;0.06;0.909801221;0.823667571;0.764158571;0.764038076;0.764037472
32.6;0.06;0.909731691;0.823667571;0.764008948;0.763888716;0.763888653
32.7;0.06;0.90966239;0.823667571;0.763860877;0.76374142;0.763740845
32.8;0.06;0.909593315;0.823667571;0.763714315;0.763595107;0.763595044
32.9;0.06;0.909524466;0.823667571;0.763569221;0.76345075;0.7634502
33;0.06;0.909455842;0.823667571;0.763425561;0.763307327;0.763307264
33.1;0.06;0.909387441;0.823667571;0.763283298;0.763165768;0.763165239
33.2;0.06;0.909319264;0.823667571;0.763142402;0.763025099;0.763025035
33.3;0.06;0.909251309;0.823667571;0.763002842;0.762886212;0.762885703
33.4;0.06;0.909183575;0.823667571;0.762864588;0.762748177;0.762748113
33.5;0.06;0.909116061;0.823667571;0.762727616;0.76261185;0.762611359
33.6;0.06;0.909048767;0.823667571;0.762591898;0.762476342;0.762476279
33.7;0.06;0.908981691;0.823667571;0.76245741;0.762342476;0.762342
33.8;0.06;0.908914832;0.823667571;0.762324128;0.762209397;0.762209333
33.9;0.06;0.90884819;0.823667571;0.76219203;0.762077898;0.762077437
34;0.06;0.908781764;0.823667571;0.762061094;0.761947157;0.761947093
34.1;0.06;0.908715553;0.823667571;0.761931299;0.76181794;0.761817493
34.2;0.06;0.908649556;0.823667571;0.761802624;0.761689454;0.76168939
34.3;0.06;0.908583772;0.823667571;0.761675051;0.761562439;0.761562004
34.4;0.06;0.908518201;0.823667571;0.761548559;0.761436128;0.761436064
34.5;0.06;0.90845284;0.823667571;0.76142313;0.761311239;0.761310817
34.6;0.06;0.908387691;0.823667571;0.761298746;0.761187031;0.761186967
34.7;0.06;0.908322751;0.823667571;0.761175389;0.761064197;0.761063787
34.8;0.06;0.908258021;0.823667571;0.761053043;0.760942021;0.760941957
34.9;0.06;0.908193498;0.823667571;0.76093169;0.760821174;0.760820774
35;0.06;0.908129183;0.823667571;0.760811315;0.760700963;0.760700899
35.1;0.06;0.908065075;0.823667571;0.760691901;0.760582039;0.76058165
35.2;0.06;0.908001172;0.823667571;0.760573432;0.76046373;0.760463666
35.3;0.06;0.907937474;0.823667571;0.760455895;0.760346666;0.760346288
35.4;0.06;0.907873981;0.823667571;0.760339272;0.760230199;0.760230135
35.5;0.06;0.90781069;0.823667571;0.760223552;0.760114938;0.760114569
35.6;0.06;0.907747603;0.823667571;0.760108718;0.760000254;0.760000189
